         26684135 function calls (26579068 primitive calls) in 110.696 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      256    0.002    0.000    0.007    0.000 AxisItem.py:254(setWidth)
        1    0.000    0.000    0.007    0.007 platform.py:10(<module>)
      795    0.006    0.000    0.007    0.000 ButtonItem.py:56(boundingRect)
        1    0.007    0.007    0.007    0.007 {built-in method show}
        1    0.001    0.001    0.007    0.007 __init__.py:138(<module>)
      324    0.005    0.000    0.007    0.000 sre_compile.py:207(_optimize_charset)
      128    0.001    0.000    0.007    0.000 AxisItem.py:145(showLabel)
        6    0.000    0.000    0.007    0.001 subprocess.py:473(_eintr_retry_call)
     3585    0.002    0.000    0.007    0.000 sre_parse.py:201(get)
        1    0.001    0.001    0.007    0.007 decimal.py:116(<module>)
       32    0.003    0.000    0.007    0.000 plotConfigTemplate_pyqt.py:141(retranslateUi)
     5312    0.006    0.000    0.006    0.000 {built-in method topLeft}
        1    0.001    0.001    0.006    0.006 pilutil.py:7(<module>)
       32    0.000    0.000    0.006    0.000 ButtonItem.py:10(__init__)
      224    0.002    0.000    0.006    0.000 GraphicsWidget.py:10(__init__)
     1409    0.002    0.000    0.006    0.000 python2_3.py:6(asUnicode)
  512/480    0.002    0.000    0.006    0.000 {built-in method setMinimumHeight}
      273    0.005    0.000    0.006    0.000 function_base.py:2945(add_newdoc)
     5008    0.005    0.000    0.006    0.000 planning.py:79(destroy_plan)
    10015    0.006    0.000    0.006    0.000 {built-in method maximum}
       96    0.001    0.000    0.006    0.000 PlotItem.py:1074(resizeEvent)
        1    0.000    0.000    0.006    0.006 explore.py:28(__init__)
        1    0.000    0.000    0.006    0.006 explore.py:36(get_data)
        1    0.000    0.000    0.006    0.006 platform.py:1100(architecture)
        1    0.000    0.000    0.006    0.006 mio.py:66(loadmat)
        1    0.000    0.000    0.006    0.006 platform.py:1041(_syscmd_file)
        1    0.000    0.000    0.006    0.006 mio5.py:254(get_variables)
     4282    0.004    0.000    0.006    0.000 sre_parse.py:182(__next)
        1    0.000    0.000    0.005    0.005 mio5.py:235(read_var_array)
        1    0.005    0.005    0.005    0.005 {method 'array_from_header' of 'scipy.io.matlab.mio5_utils.VarReader5' objects}
     4992    0.005    0.000    0.005    0.000 {built-in method topRight}
        1    0.000    0.000    0.005    0.005 mio4.py:2(<module>)
        1    0.000    0.000    0.005    0.005 ccompiler.py:1(<module>)
    63/21    0.001    0.000    0.005    0.000 os.py:209(walk)
        2    0.005    0.003    0.005    0.003 {posix.read}
        1    0.000    0.000    0.005    0.005 dbhash.py:1(<module>)
        1    0.004    0.004    0.005    0.005 __init__.py:40(<module>)
     1068    0.002    0.000    0.005    0.000 {built-in method setPos}
        1    0.001    0.001    0.005    0.005 __init__.py:197(<module>)
     1920    0.005    0.000    0.005    0.000 {fromUtf8}
        9    0.004    0.000    0.005    0.001 collections.py:288(namedtuple)
        1    0.004    0.004    0.005    0.005 polynomial.py:55(<module>)
     5008    0.005    0.000    0.005    0.000 planning.py:286(_cal_flag_value)
        1    0.002    0.002    0.004    0.004 filters.py:31(<module>)
       99    0.001    0.000    0.004    0.000 sre_compile.py:359(_compile_info)
      505    0.001    0.000    0.004    0.000 glob.py:80(glob0)
     3432    0.003    0.000    0.004    0.000 sre_parse.py:130(__getitem__)
      352    0.004    0.000    0.004    0.000 {built-in method addAction}
        1    0.000    0.000    0.004    0.004 __init__.py:7(<module>)
      128    0.003    0.000    0.004    0.000 functions.py:46(siScale)
        1    0.000    0.000    0.004    0.004 CSVExporter.py:1(<module>)
        1    0.003    0.003    0.004    0.004 numeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 from_template.py:47(<module>)
        1    0.003    0.003    0.004    0.004 chebyshev.py:87(<module>)
        1    0.003    0.003    0.004    0.004 hermite.py:59(<module>)
     2253    0.003    0.000    0.004    0.000 posixpath.py:68(join)
        1    0.003    0.003    0.004    0.004 hermite_e.py:59(<module>)
      640    0.002    0.000    0.004    0.000 LabelItem.py:134(itemRect)
        1    0.003    0.003    0.004    0.004 laguerre.py:59(<module>)
        1    0.000    0.000    0.004    0.004 converters.py:1(<module>)
        1    0.003    0.003    0.004    0.004 legendre.py:83(<module>)
     1030    0.001    0.000    0.004    0.000 {method 'decode' of 'str' objects}
      288    0.002    0.000    0.004    0.000 {built-in method updateGeometry}
        1    0.001    0.001    0.004    0.004 __init__.py:45(<module>)
     2336    0.004    0.000    0.004    0.000 {translate}
        6    0.000    0.000    0.004    0.001 string.py:148(substitute)
        6    0.003    0.000    0.004    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
        2    0.003    0.002    0.003    0.002 {posix.fork}
       10    0.003    0.000    0.003    0.000 {method 'read' of 'file' objects}
        1    0.003    0.003    0.003    0.003 socket.py:45(<module>)
     1344    0.002    0.000    0.003    0.000 WidgetGroup.py:180(checkForChildren)
        1    0.003    0.003    0.003    0.003 fitpack.py:23(<module>)
      800    0.003    0.000    0.003    0.000 LabelItem.py:129(sizeHint)
      703    0.001    0.000    0.003    0.000 genericpath.py:38(isdir)
 1157/456    0.003    0.000    0.003    0.000 sre_parse.py:140(getwidth)
      418    0.003    0.000    0.003    0.000 weakref.py:282(__init__)
       32    0.001    0.000    0.003    0.000 ViewBoxMenu.py:119(updateState)
       33    0.000    0.000    0.003    0.000 doccer.py:173(decorate)
      128    0.001    0.000    0.003    0.000 AxisItem.py:358(linkToView)
       32    0.000    0.000    0.003    0.000 ViewBox.py:20(__init__)
       32    0.001    0.000    0.003    0.000 __init__.py:15(getPixmap)
       33    0.001    0.000    0.003    0.000 doccer.py:12(docformat)
        1    0.000    0.000    0.003    0.003 GraphicsLayout.py:1(<module>)
       32    0.000    0.000    0.003    0.000 ItemGroup.py:10(__init__)
        1    0.000    0.000    0.003    0.003 platform.py:1326(system)
        1    0.000    0.000    0.003    0.003 platform.py:1189(uname)
        1    0.000    0.000    0.003    0.003 platform.py:1023(_syscmd_uname)
      128    0.000    0.000    0.003    0.000 PlotItem.py:1187(showAxis)
        1    0.003    0.003    0.003    0.003 GraphicsScene.py:30(GraphicsScene)
        4    0.000    0.000    0.003    0.001 GraphicsView.py:354(mouseMoveEvent)
        1    0.001    0.001    0.003    0.003 core.py:7(<module>)
      972    0.003    0.000    0.003    0.000 {posix.stat}
       32    0.000    0.000    0.003    0.000 ViewBox.py:1460(updateViewLists)
        1    0.000    0.000    0.003    0.003 tempfile.py:18(<module>)
      505    0.001    0.000    0.003    0.000 posixpath.py:149(lexists)
        1    0.000    0.000    0.003    0.003 npy_pkg_config.py:1(<module>)
      288    0.001    0.000    0.003    0.000 {built-in method setMaximumHeight}
        1    0.001    0.001    0.002    0.002 Image.py:27(<module>)
       20    0.000    0.000    0.002    0.000 functions.py:1937(invertQTransform)
        1    0.000    0.000    0.002    0.002 random.py:40(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
      288    0.002    0.000    0.002    0.000 {built-in method addMenu}
       60    0.002    0.000    0.002    0.000 ctypeslib.py:200(ndpointer)
        1    0.002    0.002    0.002    0.002 distance.py:63(<module>)
        4    0.000    0.000    0.002    0.001 {mouseMoveEvent}
      256    0.001    0.000    0.002    0.000 {built-in method setMaximumWidth}
        4    0.000    0.000    0.002    0.001 GraphicsScene.py:165(mouseMoveEvent)
       96    0.002    0.000    0.002    0.000 {built-in method setMinimum}
     2688    0.002    0.000    0.002    0.000 weakref.py:314(__getitem__)
      960    0.002    0.000    0.002    0.000 {built-in method setToolTip}
        4    0.001    0.000    0.002    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.002    0.002 log.py:2(<module>)
       32    0.000    0.000    0.002    0.000 GraphicsView.py:133(setBackground)
       32    0.001    0.000    0.002    0.000 ViewBoxMenu.py:245(setViewList)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
        1    0.001    0.001    0.002    0.002 mio5.py:8(<module>)
        1    0.001    0.001    0.002    0.002 __init__.py:44(<module>)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
        1    0.000    0.000    0.002    0.002 conv_template.py:80(<module>)
     1025    0.001    0.000    0.002    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.002    0.002 ConfigParser.py:88(<module>)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        3    0.000    0.000    0.002    0.001 random.py:91(__init__)
        1    0.000    0.000    0.002    0.002 ctypeslib.py:51(<module>)
        3    0.000    0.000    0.002    0.001 random.py:100(seed)
       20    0.001    0.000    0.002    0.000 basic.py:314(inv)
        1    0.000    0.000    0.002    0.002 dist.py:5(<module>)
     1344    0.002    0.000    0.002    0.000 {built-in method objectName}
        1    0.000    0.000    0.002    0.002 catalog.py:517(__init__)
       32    0.000    0.000    0.002    0.000 PlotItem.py:1092(setMenuEnabled)
        1    0.000    0.000    0.002    0.002 catalog.py:246(default_dir)
        1    0.001    0.001    0.002    0.002 SVGExporter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 catalog.py:168(default_dir_posix)
       48    0.002    0.000    0.002    0.000 sre_compile.py:258(_mk_bitmap)
     1920    0.002    0.000    0.002    0.000 {built-in method setObjectName}
        1    0.000    0.000    0.002    0.002 _internal.py:6(<module>)
        1    0.001    0.001    0.002    0.002 npyio.py:1(<module>)
     1484    0.002    0.000    0.002    0.000 {built-in method boundingRect}
       32    0.000    0.000    0.002    0.000 ViewBox.py:322(setMenuEnabled)
       28    0.000    0.000    0.002    0.000 c_spec.py:102(generate_build_info)
        1    0.000    0.000    0.002    0.002 sysconfig.py:10(<module>)
      795    0.002    0.000    0.002    0.000 {built-in method rect}
        1    0.002    0.002    0.002    0.002 measurements.py:31(<module>)
       32    0.000    0.000    0.002    0.000 GraphicsView.py:163(useOpenGL)
        1    0.000    0.000    0.002    0.002 PlotDataItem.py:1(<module>)
        1    0.001    0.001    0.002    0.002 __init__.py:88(<module>)
       16    0.000    0.000    0.002    0.000 lib.py:94(set_argtypes)
     5008    0.002    0.000    0.002    0.000 planning.py:379(_get_parameter)
        2    0.000    0.000    0.002    0.001 config.py:5(<module>)
     2236    0.001    0.000    0.002    0.000 sre_parse.py:195(match)
        6    0.000    0.000    0.002    0.000 GraphicsScene.py:231(sendHoverEvents)
        1    0.000    0.000    0.002    0.002 misc_util.py:1(<module>)
      130    0.000    0.000    0.002    0.000 re.py:134(match)
      256    0.002    0.000    0.002    0.000 {built-in method setDefaultWidget}
       32    0.001    0.000    0.002    0.000 functions.py:899(makeQImage)
      160    0.001    0.000    0.002    0.000 functions.py:310(colorStr)
      527    0.002    0.000    0.002    0.000 {posix.lstat}
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
       32    0.001    0.000    0.002    0.000 GraphicsScene.py:95(__init__)
       16    0.000    0.000    0.002    0.000 c_spec.py:76(__init__)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        2    0.000    0.000    0.002    0.001 subprocess.py:768(communicate)
        1    0.000    0.000    0.002    0.002 frozenSupport.py:2(<module>)
     1349    0.001    0.000    0.002    0.000 inspect.py:67(ismethod)
       96    0.002    0.000    0.002    0.000 {built-in method setSuffix}
        1    0.002    0.002    0.002    0.002 hashlib.py:55(<module>)
       64    0.000    0.000    0.002    0.000 PlotItem.py:1199(hideAxis)
      160    0.001    0.000    0.001    0.000 {built-in method setProperty}
       32    0.001    0.000    0.001    0.000 {built-in method setViewport}
     1344    0.001    0.000    0.001    0.000 WidgetGroup.py:173(interface)
        2    0.000    0.000    0.001    0.001 tempfile.py:135(next)
        3    0.001    0.000    0.001    0.000 {function seed at 0x7f8316580758}
        1    0.000    0.000    0.001    0.001 data.py:7(<module>)
        1    0.000    0.000    0.001    0.001 ConfigParser.py:231(RawConfigParser)
        2    0.000    0.000    0.001    0.001 tempfile.py:124(rng)
        1    0.000    0.000    0.001    0.001 glob.py:66(glob1)
        5    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.001    0.001 mingw32ccompiler.py:9(<module>)
        5    0.000    0.000    0.001    0.000 decorator.py:189(decorator)
       32    0.000    0.000    0.001    0.000 LabelItem.py:109(setAngle)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.001    0.001    0.001    0.001 PlotItem.py:18(<module>)
      518    0.000    0.000    0.001    0.000 posixpath.py:104(splitext)
       32    0.000    0.000    0.001    0.000 {built-in method scale}
        5    0.000    0.000    0.001    0.000 decorator.py:167(create)
      262    0.000    0.000    0.001    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
     1025    0.001    0.000    0.001    0.000 {_codecs.utf_8_decode}
        1    0.000    0.000    0.001    0.001 fancy_getopt.py:9(<module>)
        1    0.001    0.001    0.001    0.001 parameterTypes.py:1(<module>)
       17    0.000    0.000    0.001    0.000 abc.py:86(__new__)
       50    0.001    0.000    0.001    0.000 doccer.py:128(indentcount_lines)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
     1456    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
     1353    0.001    0.000    0.001    0.000 inspect.py:142(isfunction)
        1    0.001    0.001    0.001    0.001 lil.py:2(<module>)
      357    0.001    0.000    0.001    0.000 sre_compile.py:354(_simple)
      864    0.001    0.000    0.001    0.000 {built-in method setText}
      142    0.000    0.000    0.001    0.000 frozenSupport.py:23(isdir)
        1    0.000    0.000    0.001    0.001 Parameter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
    64/32    0.000    0.000    0.001    0.000 ViewBox.py:641(enableAutoRange)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.001    0.001 ViewBox.py:1(<module>)
        3    0.000    0.000    0.001    0.000 <string>:1(_held_figure)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        4    0.000    0.000    0.001    0.000 GraphicsScene.py:419(itemsNearEvent)
     1669    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
       64    0.000    0.000    0.001    0.000 WidgetGroup.py:35(comboState)
        5    0.000    0.000    0.001    0.000 decorator.py:138(make)
        1    0.000    0.000    0.001    0.001 tempfile.py:262(gettempdir)
        1    0.000    0.000    0.001    0.001 tempfile.py:176(_get_default_tempdir)
        2    0.000    0.000    0.001    0.000 build_scripts.py:3(<module>)
       27    0.000    0.000    0.001    0.000 c_spec.py:99(info_object)
       64    0.000    0.000    0.001    0.000 AxisItem.py:896(show)
      288    0.001    0.000    0.001    0.000 {built-in method setSceneRect}
       64    0.000    0.000    0.001    0.000 AxisItem.py:904(hide)
       28    0.001    0.000    0.001    0.000 base_info.py:80(__init__)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 build_ext.py:5(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:45(filter)
        4    0.000    0.000    0.001    0.000 lib.py:174(set_argtypes_adv)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
     1260    0.001    0.000    0.001    0.000 {setattr}
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
      518    0.001    0.000    0.001    0.000 genericpath.py:85(_splitext)
        1    0.000    0.000    0.001    0.001 catalog.py:280(check_dir)
        1    0.001    0.001    0.001    0.001 {posix.popen}
        1    0.001    0.001    0.001    0.001 ROI.py:13(<module>)
       24    0.001    0.000    0.001    0.000 {posix.listdir}
     1344    0.001    0.000    0.001    0.000 WidgetGroup.py:212(mkChangeCallback)
      640    0.001    0.000    0.001    0.000 {built-in method mapRectToParent}
     3269    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
        1    0.001    0.001    0.001    0.001 __init__.py:119(<module>)
      666    0.001    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.001    0.001 catalog.py:291(check_permissions)
        1    0.000    0.000    0.001    0.001 catalog.py:123(is_writable)
        5    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        8    0.000    0.000    0.001    0.000 lib.py:125(set_argtypes_c2r)
        1    0.000    0.000    0.001    0.001 format.py:136(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:476(TemporaryFile)
        1    0.000    0.000    0.001    0.001 tempfile.py:230(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
       20    0.000    0.000    0.001    0.000 lapack.py:239(get_lapack_funcs)
       32    0.000    0.000    0.001    0.000 {built-in method setOpacity}
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        1    0.000    0.000    0.001    0.001 ScatterPlotWidget.py:1(<module>)
       64    0.001    0.000    0.001    0.000 {built-in method addItem}
    28/18    0.000    0.000    0.001    0.000 abc.py:148(__subclasscheck__)
        6    0.000    0.000    0.001    0.000 _version.py:55(__init__)
      640    0.001    0.000    0.001    0.000 WidgetGroup.py:87(<lambda>)
       20    0.000    0.000    0.001    0.000 blas.py:216(_get_funcs)
        5    0.001    0.000    0.001    0.000 decorator.py:126(update)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
       40    0.000    0.000    0.001    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.001    0.001 ScatterPlotItem.py:1(<module>)
      128    0.001    0.000    0.001    0.000 {method 'clip' of 'numpy.generic' objects}
        1    0.000    0.000    0.001    0.001 pickle.py:1380(loads)
       48    0.000    0.000    0.001    0.000 numeric.py:514(ascontiguousarray)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
      160    0.000    0.000    0.001    0.000 functions.py:306(colorTuple)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:845(load)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mio5_params.py:6(<module>)
        1    0.000    0.000    0.001    0.001 minidom.py:16(<module>)
       96    0.000    0.000    0.001    0.000 ViewBox.py:845(linkedXChanged)
        1    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
        1    0.000    0.000    0.001    0.001 ParameterTree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 common_info.py:6(<module>)
        1    0.000    0.000    0.001    0.001 ViewBoxMenu.py:1(<module>)
       32    0.000    0.000    0.001    0.000 ScatterPlotItem.py:640(boundingRect)
        1    0.000    0.000    0.001    0.001 __init__.py:3(<module>)
    98/70    0.000    0.000    0.001    0.000 {issubclass}
       23    0.000    0.000    0.001    0.000 core.py:5992(__init__)
       32    0.000    0.000    0.001    0.000 GraphicsWidgetAnchor.py:14(__init__)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
       23    0.000    0.000    0.001    0.000 core.py:5997(getdoc)
      688    0.000    0.000    0.001    0.000 stat.py:40(S_ISDIR)
        3    0.001    0.000    0.001    0.000 {posix.urandom}
      128    0.000    0.000    0.001    0.000 PlotItem.py:1124(getScale)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
        4    0.000    0.000    0.001    0.000 GraphicsScene.py:376(items)
        1    0.000    0.000    0.001    0.001 blas.py:133(<module>)
      128    0.000    0.000    0.001    0.000 WidgetGroup.py:101(<lambda>)
        1    0.000    0.000    0.001    0.001 Exporter.py:1(<module>)
      160    0.001    0.000    0.001    0.000 {built-in method setVisible}
        1    0.000    0.000    0.001    0.001 pgcollections.py:11(<module>)
        1    0.000    0.000    0.001    0.001 ccompiler.py:4(<module>)
        1    0.000    0.000    0.001    0.001 c_spec.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
       13    0.000    0.000    0.000    0.000 abc.py:105(register)
       32    0.000    0.000    0.000    0.000 PlotItem.py:1172(setTitle)
        4    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        4    0.000    0.000    0.000    0.000 lib.py:102(set_argtypes_c2c)
       96    0.000    0.000    0.000    0.000 ViewBox.py:850(linkedYChanged)
      671    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.000    0.000 extension.py:8(<module>)
     2266    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      756    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      271    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
       20    0.000    0.000    0.000    0.000 function_base.py:532(asarray_chkfinite)
        1    0.000    0.000    0.000    0.000 lapack.py:201(<module>)
        4    0.000    0.000    0.000    0.000 {items}
        4    0.000    0.000    0.000    0.000 lib.py:148(set_argtypes_r2r)
        1    0.000    0.000    0.000    0.000 sdist.py:1(<module>)
      813    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        3    0.000    0.000    0.000    0.000 collections.py:38(__init__)
        1    0.000    0.000    0.000    0.000 FileDialog.py:1(<module>)
      338    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      256    0.000    0.000    0.000    0.000 {built-in method size}
      128    0.000    0.000    0.000    0.000 PlotItem.py:1127(getAxis)
        1    0.000    0.000    0.000    0.000 TableWidget.py:2(<module>)
        1    0.000    0.000    0.000    0.000 SpinBox.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base_info.py:10(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:304(_add_aliases)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
        2    0.000    0.000    0.000    0.000 mio5_params.py:166(_convert_codecs)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 MultiPlotWidget.py:6(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      588    0.000    0.000    0.000    0.000 {built-in method setY}
       38    0.000    0.000    0.000    0.000 nosetester.py:140(__init__)
        1    0.000    0.000    0.000    0.000 TreeWidget.py:2(<module>)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        3    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _datasource.py:33(<module>)
      343    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hb.py:11(<module>)
       73    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method setTitle}
        1    0.000    0.000    0.000    0.000 debug.py:6(<module>)
       28    0.000    0.000    0.000    0.000 c_spec.py:161(py_to_c_code)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      588    0.000    0.000    0.000    0.000 {built-in method setX}
     1121    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
       31    0.000    0.000    0.000    0.000 _inspect.py:159(formatargspec)
        1    0.000    0.000    0.000    0.000 MetaArray.py:11(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:375(__getattr__)
       32    0.000    0.000    0.000    0.000 ButtonItem.py:25(setImageFile)
       40    0.000    0.000    0.000    0.000 _inspect.py:120(getargspec)
        4    0.000    0.000    0.000    0.000 pickle.py:961(load_string)
       99    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
      224    0.000    0.000    0.000    0.000 {built-in method setZValue}
        1    0.000    0.000    0.000    0.000 bdist_rpm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageView.py:14(<module>)
      256    0.000    0.000    0.000    0.000 ViewBox.py:944(yInverted)
       32    0.000    0.000    0.000    0.000 ViewBox.py:248(getState)
       58    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        2    0.000    0.000    0.000    0.000 doccer.py:153(filldoc)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        2    0.000    0.000    0.000    0.000 GraphicsView.py:330(leaveEvent)
      128    0.000    0.000    0.000    0.000 {built-in method setMargin}
       19    0.000    0.000    0.000    0.000 {dir}
        3    0.000    0.000    0.000    0.000 _abcoll.py:545(update)
        2    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
        1    0.000    0.000    0.000    0.000 sdist.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ScaleBar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:5(<module>)
      224    0.000    0.000    0.000    0.000 WidgetGroup.py:104(<lambda>)
      160    0.000    0.000    0.000    0.000 GraphicsWidgetAnchor.py:96(__geometryChanged)
       20    0.000    0.000    0.000    0.000 blas.py:172(find_best_blas_type)
      198    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method currentText}
       51    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:588(ConfigParser)
       64    0.000    0.000    0.000    0.000 {built-in method setActionGroup}
        1    0.000    0.000    0.000    0.000 ast_tools.py:1(<module>)
       18    0.000    0.000    0.000    0.000 doccer.py:187(unindent_string)
        1    0.000    0.000    0.000    0.000 install.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 GraphicsScene.py:196(leaveEvent)
        3    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 WidgetGroup.py:9(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:442(LoadLibrary)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        6    0.000    0.000    0.000    0.000 PlotItem.py:1108(hoverEvent)
       96    0.000    0.000    0.000    0.000 {built-in method mapRectFromItem}
       52    0.000    0.000    0.000    0.000 c_spec.py:143(template_vars)
        1    0.000    0.000    0.000    0.000 netcdf.py:13(<module>)
       64    0.000    0.000    0.000    0.000 ScatterPlotItem.py:607(dataBounds)
     1230    0.000    0.000    0.000    0.000 {ord}
      192    0.000    0.000    0.000    0.000 ViewBox.py:864(linkedViewChanged)
      168    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 cmd.py:5(<module>)
        1    0.000    0.000    0.000    0.000 GraphicsItem.py:30(GraphicsItem)
      969    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        3    0.000    0.000    0.000    0.000 numeric.py:346(extend_all)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
       20    0.000    0.000    0.000    0.000 GraphicsItem.py:16(__setitem__)
        5    0.000    0.000    0.000    0.000 {compile}
      931    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       96    0.000    0.000    0.000    0.000 {built-in method resize}
      259    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
      288    0.000    0.000    0.000    0.000 {built-in method resetTransform}
        1    0.000    0.000    0.000    0.000 GraphicsItem.py:12(__init__)
      324    0.000    0.000    0.000    0.000 collections.py:332(<genexpr>)
        6    0.000    0.000    0.000    0.000 mouseEvents.py:253(__init__)
