         26684135 function calls (26579068 primitive calls) in 110.696 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        2    0.000    0.000    0.000    0.000 c_spec.py:475(init_info)
        1    0.000    0.000    0.000    0.000 slice_handler.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {posix.pipe}
        6    0.000    0.000    0.000    0.000 weakref.py:414(keys)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method setTransformationAnchor}
        1    0.000    0.000    0.000    0.000 build.py:17(build)
        1    0.000    0.000    0.000    0.000 vtk_spec.py:65(__init__)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:610(obj2sctype)
       22    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
       21    0.000    0.000    0.000    0.000 string.py:482(translate)
       32    0.000    0.000    0.000    0.000 {built-in method setViewportUpdateMode}
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       32    0.000    0.000    0.000    0.000 {built-in method setHorizontalScrollBarPolicy}
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 dir_util.py:3(<module>)
       32    0.000    0.000    0.000    0.000 GraphicsScene.py:130(setClickRadius)
        1    0.000    0.000    0.000    0.000 numerictypes.py:866(<lambda>)
        1    0.000    0.000    0.000    0.000 MetaArray.py:60(MetaArray)
        1    0.000    0.000    0.000    0.000 extension.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PlotItem.py:53(PlotItem)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 {built-in method addEllipse}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        1    0.000    0.000    0.000    0.000 bcppcompiler.py:5(<module>)
        1    0.000    0.000    0.000    0.000 config_compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
       20    0.000    0.000    0.000    0.000 {built-in method manhattanLength}
       20    0.000    0.000    0.000    0.000 {built-in method length}
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
       52    0.000    0.000    0.000    0.000 base_spec.py:54(retrieve_py_variable)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
       20    0.000    0.000    0.000    0.000 {built-in method normalVector}
        1    0.000    0.000    0.000    0.000 posixpath.py:258(expanduser)
       12    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 mio5.py:130(__init__)
       15    0.000    0.000    0.000    0.000 pickle.py:1164(load_put)
        1    0.000    0.000    0.000    0.000 util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 mio5.py:200(read_var_header)
        1    0.000    0.000    0.000    0.000 build_ext.py:37(build_ext)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       36    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {posix.waitpid}
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        6    0.000    0.000    0.000    0.000 glob.py:94(has_magic)
        1    0.000    0.000    0.000    0.000 c_spec.py:413(init_info)
       23    0.000    0.000    0.000    0.000 base_info.py:100(add_include_dir)
        1    0.000    0.000    0.000    0.000 {_io.open}
        2    0.000    0.000    0.000    0.000 {open}
       18    0.000    0.000    0.000    0.000 data.py:85(_create_method)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
        1    0.000    0.000    0.000    0.000 {built-in method drawPixmap}
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        2    0.000    0.000    0.000    0.000 pickle.py:1211(load_build)
        2    0.000    0.000    0.000    0.000 system_info.py:148(libpaths)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        2    0.000    0.000    0.000    0.000 c_spec.py:382(init_info)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 ROI.py:1090(Handle)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
       15    0.000    0.000    0.000    0.000 string.py:511(replace)
        1    0.000    0.000    0.000    0.000 system_info.py:431(system_info)
       54    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringI' objects}
        1    0.000    0.000    0.000    0.000 GraphicsView.py:28(GraphicsView)
        2    0.000    0.000    0.000    0.000 standard_array_spec.py:135(init_info)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 bdist_wininst.py:21(bdist_wininst)
        1    0.000    0.000    0.000    0.000 hb.py:362(HBMatrixType)
        3    0.000    0.000    0.000    0.000 pickle.py:1122(find_class)
       32    0.000    0.000    0.000    0.000 {built-in method setResizeAnchor}
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        1    0.000    0.000    0.000    0.000 pixmapData_2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdist_dumb.py:19(bdist_dumb)
        3    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
       52    0.000    0.000    0.000    0.000 base_spec.py:69(py_variable)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        1    0.000    0.000    0.000    0.000 GradientEditorItem.py:343(GradientEditorItem)
        1    0.000    0.000    0.000    0.000 ScatterPlotItem.py:197(ScatterPlotItem)
        1    0.000    0.000    0.000    0.000 numerictypes.py:780(__getitem__)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:204(MSVCCompiler)
        9    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        4    0.000    0.000    0.000    0.000 _util.py:23(__init__)
        1    0.000    0.000    0.000    0.000 PlotDataItem.py:11(PlotDataItem)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
       42    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 miobase.py:385(end_of_stream)
       10    0.000    0.000    0.000    0.000 ccompiler.py:23(replace_method)
        1    0.000    0.000    0.000    0.000 install_clib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PlotCurveItem.py:17(PlotCurveItem)
        1    0.000    0.000    0.000    0.000 install_data.py:4(<module>)
       32    0.000    0.000    0.000    0.000 GraphicsScene.py:139(setMoveDistance)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
       35    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 FeedbackButton.py:6(FeedbackButton)
        1    0.000    0.000    0.000    0.000 SpinBox.py:13(SpinBox)
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        6    0.000    0.000    0.000    0.000 {posix.uname}
       20    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 c_spec.py:439(init_info)
        1    0.000    0.000    0.000    0.000 interpolation.py:31(<module>)
       20    0.000    0.000    0.000    0.000 misc.py:126(_datacopied)
        8    0.000    0.000    0.000    0.000 {built-in method scenePos}
        1    0.000    0.000    0.000    0.000 c_spec.py:456(init_info)
       80    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 mio5.py:501(VarWriter5)
        1    0.000    0.000    0.000    0.000 miobase.py:341(__init__)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method mapToScene}
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:475(Image)
        1    0.000    0.000    0.000    0.000 vtk_spec.py:69(init_info)
        1    0.000    0.000    0.000    0.000 blitz_spec.py:81(init_info)
        1    0.000    0.000    0.000    0.000 ccompiler.py:23(CCompiler)
        1    0.000    0.000    0.000    0.000 c_spec.py:426(init_info)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        6    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 ImageView.py:50(ImageView)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
        8    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       32    0.000    0.000    0.000    0.000 _internal.py:251(get_data)
        1    0.000    0.000    0.000    0.000 system_info.py:745(fftw_info)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_scalar_spec.py:15(init_info)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1474(Document)
       11    0.000    0.000    0.000    0.000 base_info.py:115(add_source)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 numpy_distribution.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:48(_set_cloexec)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 explore.py:22(FileHandler)
        1    0.000    0.000    0.000    0.000 weave_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_fix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_spec.py:370(init_info)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        3    0.000    0.000    0.000    0.000 os.py:512(getenv)
        1    0.000    0.000    0.000    0.000 misc_util.py:659(Configuration)
        1    0.000    0.000    0.000    0.000 ImageItem.py:9(ImageItem)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 sdist.py:36(sdist)
        1    0.000    0.000    0.000    0.000 c_spec.py:268(init_info)
        1    0.000    0.000    0.000    0.000 string_escape.py:29(getregentry)
        1    0.000    0.000    0.000    0.000 HistogramLUTItem.py:24(HistogramLUTItem)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        6    0.000    0.000    0.000    0.000 pickle.py:870(marker)
       20    0.000    0.000    0.000    0.000 {built-in method m31}
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
       16    0.000    0.000    0.000    0.000 base_info.py:94(add_warning)
        1    0.000    0.000    0.000    0.000 mmio.py:100(MMFile)
        1    0.000    0.000    0.000    0.000 InfiniteLine.py:10(InfiniteLine)
        3    0.000    0.000    0.000    0.000 {built-in method moveTo}
        1    0.000    0.000    0.000    0.000 catalog.py:313(check_is_symlink)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
       94    0.000    0.000    0.000    0.000 {locals}
       18    0.000    0.000    0.000    0.000 pgcollections.py:284(wrapMethod)
        1    0.000    0.000    0.000    0.000 c_spec.py:347(init_info)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 {posix.mkdir}
        1    0.000    0.000    0.000    0.000 install.py:108(install)
        1    0.000    0.000    0.000    0.000 text_file.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utf_32.py:141(getregentry)
        2    0.000    0.000    0.000    0.000 subprocess.py:1330(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 JoystickButton.py:6(JoystickButton)
        1    0.000    0.000    0.000    0.000 ptime.py:6(<module>)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2716(_setdef)
        1    0.000    0.000    0.000    0.000 catalog.py:288(check_is_dir)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       29    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 TreeWidget.py:6(TreeWidget)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 function_base.py:1519(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5767(__new__)
       25    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 lil.py:24(lil_matrix)
        1    0.000    0.000    0.000    0.000 miobase.py:161(read_dtype)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
        1    0.000    0.000    0.000    0.000 GradientEditorItem.py:30(TickSliderItem)
        4    0.000    0.000    0.000    0.000 {built-in method contains}
       10    0.000    0.000    0.000    0.000 Parameter.py:9(registerParameterType)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        1    0.000    0.000    0.000    0.000 pickle.py:1254(load_stop)
        1    0.000    0.000    0.000    0.000 file_util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 install_headers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 explore.py:45(Cine)
        4    0.000    0.000    0.000    0.000 {built-in method modifiers}
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        4    0.000    0.000    0.000    0.000 ViewBox.py:700(autoRangeEnabled)
       17    0.000    0.000    0.000    0.000 pgcollections.py:431(wrapMethod)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 minidom.py:630(Element)
       13    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
        1    0.000    0.000    0.000    0.000 {method 'read_header' of 'scipy.io.matlab.mio5_utils.VarReader5' objects}
        1    0.000    0.000    0.000    0.000 misc_util.py:277(terminal_has_colors)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 mio5.py:169(guess_byte_order)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
       13    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 UserList.py:5(UserList)
        5    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 commands.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        4    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_DBWithCursor)
        2    0.000    0.000    0.000    0.000 vtk_spec.py:97(generate_build_info)
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 weakref.py:352(__contains__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 colormap.py:5(ColorMap)
        1    0.000    0.000    0.000    0.000 dist.py:1011(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
       20    0.000    0.000    0.000    0.000 {built-in method m33}
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 planning.py:304(Plan)
        1    0.000    0.000    0.000    0.000 utf_16.py:117(getregentry)
        1    0.000    0.000    0.000    0.000 AxisItem.py:12(AxisItem)
        1    0.000    0.000    0.000    0.000 subprocess.py:754(__del__)
        1    0.000    0.000    0.000    0.000 VTickGroup.py:12(VTickGroup)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
       20    0.000    0.000    0.000    0.000 {built-in method m13}
       42    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {built-in method m32}
        1    0.000    0.000    0.000    0.000 c_spec.py:214(init_info)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 debug.py:500(ObjTracker)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
        1    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base_spec.py:4(base_converter)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ViewBoxMenu.py:12(ViewBoxMenu)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 core.py:5761(MaskedConstant)
        1    0.000    0.000    0.000    0.000 DataFilterWidget.py:35(DataFilterParameter)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:311(__delitem__)
        1    0.000    0.000    0.000    0.000 GradientWidget.py:11(GradientWidget)
        6    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        1    0.000    0.000    0.000    0.000 config.py:25(config)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 ext_tools.py:189(ext_module)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:153(get_build_version)
        5    0.000    0.000    0.000    0.000 string.py:220(lower)
        2    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 build_py.py:16(build_py)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ROI.py:1399(MultiRectROI)
        1    0.000    0.000    0.000    0.000 _fortran.py:15(FortranFile)
        1    0.000    0.000    0.000    0.000 catalog.py:302(check_ownership)
        1    0.000    0.000    0.000    0.000 LinearRegionItem.py:9(LinearRegionItem)
        1    0.000    0.000    0.000    0.000 netcdf.py:80(netcdf_file)
        1    0.000    0.000    0.000    0.000 minidom.py:454(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:7(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method lastScenePos}
        1    0.000    0.000    0.000    0.000 interpolate.py:991(BPoly)
        1    0.000    0.000    0.000    0.000 mio.py:19(_open_file)
        1    0.000    0.000    0.000    0.000 c_spec.py:240(init_info)
        2    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
       20    0.000    0.000    0.000    0.000 {built-in method m23}
        1    0.000    0.000    0.000    0.000 Point.py:18(Point)
        1    0.000    0.000    0.000    0.000 fitpack2.py:64(UnivariateSpline)
       15    0.000    0.000    0.000    0.000 decorator.py:52(__iter__)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 data.py:24(_data_matrix)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:48(UnixCCompiler)
        1    0.000    0.000    0.000    0.000 tempfile.py:505(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 {round}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 Exporter.py:9(Exporter)
        1    0.000    0.000    0.000    0.000 SRTTransform.py:7(SRTTransform)
        4    0.000    0.000    0.000    0.000 {built-in method lastScreenPos}
        1    0.000    0.000    0.000    0.000 base_info.py:131(info_list)
        1    0.000    0.000    0.000    0.000 CheckTable.py:7(CheckTable)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 interpolate.py:287(interp1d)
        5    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        6    0.000    0.000    0.000    0.000 pickle.py:1250(load_mark)
        2    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 ParameterItem.py:4(ParameterItem)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray._reconstruct}
        1    0.000    0.000    0.000    0.000 GradientEditorItem.py:785(Tick)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parameterTypes.py:13(WidgetParameterItem)
        4    0.000    0.000    0.000    0.000 {built-in method screenPos}
        1    0.000    0.000    0.000    0.000 ThreadsafeTimer.py:3(ThreadsafeTimer)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 {math.log10}
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:33(FancyGetopt)
        1    0.000    0.000    0.000    0.000 ColorButton.py:7(ColorButton)
        1    0.000    0.000    0.000    0.000 system_info.py:990(atlas_info)
        1    0.000    0.000    0.000    0.000 ArrowItem.py:6(ArrowItem)
        1    0.000    0.000    0.000    0.000 zipfile.py:1357(PyZipFile)
        1    0.000    0.000    0.000    0.000 build.py:9(build)
        2    0.000    0.000    0.000    0.000 subprocess.py:458(_cleanup)
        1    0.000    0.000    0.000    0.000 ValueLabel.py:8(ValueLabel)
        1    0.000    0.000    0.000    0.000 system_info.py:1138(lapack_atlas_info)
        1    0.000    0.000    0.000    0.000 compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 TextItem.py:6(TextItem)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 netcdf.py:712(netcdf_variable)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       10    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 minidom.py:1012(Text)
       15    0.000    0.000    0.000    0.000 pgcollections.py:354(wrapMethod)
        1    0.000    0.000    0.000    0.000 pgcollections.py:132(ThreadsafeList)
        1    0.000    0.000    0.000    0.000 minidom.py:33(Node)
        1    0.000    0.000    0.000    0.000 build_clib.py:30(build_clib)
        3    0.000    0.000    0.000    0.000 string.py:308(join)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        5    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 core.py:5564(mvoid)
        1    0.000    0.000    0.000    0.000 minidom.py:1296(Entity)
        1    0.000    0.000    0.000    0.000 swigptr.py:2(<module>)
       12    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:516(_PPolyBase)
        1    0.000    0.000    0.000    0.000 {method '__setstate__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 python2_3.py:3(<module>)
        1    0.000    0.000    0.000    0.000 size_check.py:113(dummy_array)
        1    0.000    0.000    0.000    0.000 mio4.py:98(VarReader4)
        1    0.000    0.000    0.000    0.000 {posix.readlink}
        1    0.000    0.000    0.000    0.000 log.py:39(info)
        1    0.000    0.000    0.000    0.000 c_spec.py:74(common_base_converter)
        1    0.000    0.000    0.000    0.000 ROI.py:1622(PolyLineROI)
        1    0.000    0.000    0.000    0.000 info.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 TreeWidget.py:210(TreeWidgetItem)
        1    0.000    0.000    0.000    0.000 _monotone.py:13(PchipInterpolator)
